timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-23T11:17:22,codecarbon,ee75d7b3-7fb4-47ad-99eb-c8177a7af9be,7085.030187129974,0.08416500464553789,1.1879272553901666e-05,42.5,71.813,5.811452865600586,0.08364223296791319,0.08866227812646754,0.01142938017274868,0.18373389126712936,South Korea,KOR,gyeonggi-do,,,Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.10.12,2.2.3,12,AMD Ryzen 5 7500F 6-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,126.8324,37.661,15.497207641601562,machine,N,1.0
